ab,bb,hr,pos,rank,avg,id,name,k,r,games,rbi,team,sb,slg,obp
0.0,,0.0,SS,1226,.000,9584,Corey Seager,,0.0,,0.0,LAD,0.0,,
0.0,,0.0,3B,1227,.000,9607,Miles Head,,0.0,,0.0,Oak,0.0,,
0.0,,0.0,OF,1228,.000,7256,Grady Sizemore,,0.0,,0.0,Bos,0.0,,
0.0,,0.0,OF,1229,.000,9119,Bubba Starling,,0.0,,0.0,KC,0.0,,
0.0,,0.0,3B,1230,.000,9578,Rio Ruiz,,0.0,,0.0,Hou,0.0,,
0.0,,0.0,2B,1231,.000,9634,Rougned Odor,,0.0,,0.0,Tex,0.0,,
0.0,,0.0,SS,1232,.000,9569,Rosell Herrera,,0.0,,0.0,Col,0.0,,
0.0,,0.0,1B,1233,.000,9623,Ji-Man Choi,,0.0,,0.0,Sea,0.0,,
0.0,,0.0,2B,1234,.000,9560,Micah Johnson,,0.0,,0.0,CWS,0.0,,
0.0,,0.0,OF,1235,.000,9594,Cesar Puello,,0.0,,0.0,NYM,0.0,,
0.0,,0.0,OF,1236,.000,9553,Albert Almora,,0.0,,0.0,ChC,0.0,,
0.0,,0.0,SS,1237,.000,9604,Addison Russell,,0.0,,0.0,Oak,0.0,,
0.0,,0.0,OF,1238,.000,9612,Austin Meadows,,0.0,,0.0,Pit,0.0,,
0.0,,0.0,1B,1239,.000,9592,Kennys Vargas,,0.0,,0.0,Min,0.0,,
0.0,,0.0,C,1240,.000,9549,Blake Swihart,,0.0,,0.0,Bos,0.0,,
0.0,,0.0,SS,1241,.000,9618,Jace Peterson,,0.0,,0.0,SD,0.0,,
0.0,,0.0,2B,1242,.000,9554,Arismendy Alcantara,,0.0,,0.0,ChC,0.0,,
494,,25.0,"2B,SS",1243,.279,9539,Alex Guerrero,,63.0,,77.0,LAD,2.0,,
0.0,,0.0,C,1244,.000,9551,Jon Denney,,0.0,,0.0,Bos,0.0,,
0.0,,0.0,SS,1245,.000,9581,Raul Mondesi,,0.0,,0.0,KC,0.0,,
422,,13.0,C,1246,.258,9096,Travis d'Arnaud,,50.0,,53.0,NYM,2.0,,
0.0,,0.0,C,1247,.000,9524,Audry Perez,,0.0,,0.0,StL,0.0,,
338,,5.0,C,1248,.246,9530,Christian Bethancourt,,29.0,,33.0,Atl,7.0,,
0.0,,0.0,MI,1249,.000,9081,Tommy Field,,0.0,,0.0,LAA,0.0,,
0.0,,0.0,C,1250,.000,9509,John Ryan Murphy,,0.0,,0.0,NYY,0.0,,
0.0,,0.0,CI,1251,.000,8990,Robinson Chirinos,,0.0,,0.0,Tex,0.0,,
0.0,,0.0,C,1252,.000,9197,Jhonatan Solano,,0.0,,0.0,Was,0.0,,
0.0,,0.0,3B,1253,.000,8679,Josh Vitters,,0.0,,0.0,ChC,0.0,,
0.0,,0.0,2B,1254,.000,9481,Logan Watkins,,0.0,,0.0,ChC,0.0,,
0.0,,0.0,2B,1255,.000,9284,Henry Rodriguez,,0.0,,0.0,Cin,0.0,,
0.0,,0.0,C,1256,.000,8696,Drew Butera,,0.0,,0.0,LAD,0.0,,
0.0,,0.0,C,1257,.000,9479,Tuffy Gosewisch,,0.0,,0.0,Ari,0.0,,
0.0,,0.0,Util,1258,.000,9264,Ryan Jackson,,0.0,,0.0,SD,0.0,,
0.0,,0.0,MI,1259,.000,9027,Andy Parrino,,0.0,,0.0,Tex,0.0,,
0.0,,0.0,1B,1260,.000,9427,Chris McGuiness,,0.0,,0.0,Pit,0.0,,
0.0,,0.0,OF,1261,.000,9533,Nick Buss,,0.0,,0.0,LAD,0.0,,
0.0,,0.0,1B,1262,.000,9399,Neftali Soto,,0.0,,0.0,Cin,0.0,,
0.0,,0.0,SS,1263,.000,9303,Carlos Triunfel,,0.0,,0.0,Sea,0.0,,
0.0,,0.0,OF,1264,.000,8642,Michael Taylor,,0.0,,0.0,Oak,0.0,,
