ab,bb,hr,pos,rank,avg,id,name,k,r,games,rbi,team,sb,slg,obp
--,--,--,OF,631,--,774,Marcus Thames,--,--,,--,LAD,--,--,--
--,--,--,DH,632,--,797,Bill Hall,--,--,,--,FA,--,--,--
--,--,--,2B,633,--,799,Freddy Sanchez,--,--,,--,FA,--,--,--
--,--,--,SS,634,--,801,Ed Rogers,--,--,,--,Ari,--,--,--
227,17,0,3B,635,.211,809,Jamey Carroll,39,26,,11,Wsh,2,.251,.267
--,--,--,DH,636,--,820,Hideki Matsui,--,--,,--,TB,--,--,--
105,8,2,3B,637,.219,822,Kevin Youkilis,31,12,,8,FA,0,.343,.305
--,--,--,OF,638,--,823,Lew Ford,--,--,,--,Bal,--,--,--
--,--,--,C,639,--,836,Ronny Paulino,--,--,,--,Sea,--,--,--
--,--,--,1B,640,--,858,Hector Luna,--,--,,--,FA,--,--,--
--,--,--,OF,641,--,872,Robby Hammock,--,--,,--,Ari,--,--,--
123,6,1,OF,642,.244,873,Reed Johnson,32,13,,11,Mia,0,.341,.311
206,26,11,OF,643,.204,886,Jason Bay,62,30,,20,Sea,3,.393,.298
--,--,--,OF,644,--,889,Adam Loewen,--,--,,--,Tor,--,--,--
--,--,--,3B,645,--,892,Ray Olmedo,--,--,,--,TB,--,--,--
--,--,--,2B,646,--,896,Matt Kata,--,--,,--,Tex,--,--,--
18,1,0,OF,647,.167,909,Matt Diaz,3,1,,1,FA,0,.222,.211
--,--,--,SS,648,--,933,Bobby Crosby,--,--,,--,Mil,--,--,--
--,--,--,C,649,--,935,Michel Hernandez,--,--,,--,Cle,--,--,--
--,--,--,2B,650,--,938,Aaron Miles,--,--,,--,FA,--,--,--
--,--,--,OF,651,--,963,Willy Taveras,--,--,,--,KC,--,--,--
86,5,1,C,652,.186,966,Guillermo Quiroz,21,5,,6,SF,0,.302,.237
--,--,--,OF,653,--,974,Jeremy Reed,--,--,,--,Ari,--,--,--
--,--,--,1B,654,--,979,Andy Marte,--,--,,--,Ari,--,--,--
--,--,--,SS,655,--,999,Andres Blanco,--,--,,--,Phi,--,--,--
27,5,0,1B,656,.185,1003,Brad Hawpe,14,2,,2,LAA,0,.185,.313
--,--,--,C,657,--,1018,Matt Treanor,--,--,,--,Cle,--,--,--
--,--,--,OF,658,--,1020,Cory Sullivan,--,--,,--,LAD,--,--,--
--,--,--,OF,659,--,1021,Joey Gathright,--,--,,--,Bos,--,--,--
--,--,--,1B,660,--,1025,Dallas McPherson,--,--,,--,LAD,--,--,--
--,--,--,3B,661,--,1033,Mark Teahen,--,--,,--,Ari,--,--,--
107,6,4,SS,662,.206,1037,Brendan Harris,29,14,,9,LAD,0,.355,.252
--,--,--,1B,663,--,1042,Jorge Cantu,--,--,,--,LAA,--,--,--
--,--,--,SS,664,--,1050,Jason Bartlett,--,--,,--,Min,--,--,--
--,--,--,3B,665,--,1052,Jose Lopez,--,--,,--,FA,--,--,--
--,--,--,SS,666,--,1079,Wilson Valdez,--,--,,--,FA,--,--,--
5,0,0,DH,667,.000,1082,Dan Johnson,1,0,,0,Tor,0,.000,.000
--,--,--,2B,668,--,1084,Mike Fontenot,--,--,,--,Wsh,--,--,--
--,--,--,OF,669,--,1086,Terry Tiffee,--,--,,--,Mia,--,--,--
--,--,--,C,670,--,1097,Paul Phillips,--,--,,--,Mil,--,--,--
--,--,--,C,671,--,1099,Justin Knoedler,--,--,,--,LAD,--,--,--
--,--,--,1B,672,--,1128,Conor Jackson,--,--,,--,Bal,--,--,--
--,--,--,1B,673,--,1133,Jason Stokes,--,--,,--,Mia,--,--,--
--,--,--,OF,674,--,1134,Jeremy Hermida,--,--,,--,Mil,--,--,--
--,--,--,1B,675,--,1136,Larry Broadway,--,--,,--,Wsh,--,--,--
391,14,13,"1B, 3B",676,.212,1150,Yuniesky Betancourt,71,35,,46,FA,0,.355,.240
--,--,--,OF,677,--,1158,Jason Repko,--,--,,--,FA,--,--,--
253,30,9,DH,678,.241,1160,Luke Scott,63,27,,40,FA,1,.415,.326
--,--,--,SS,679,--,1176,Pedro Lopez,--,--,,--,Cin,--,--,--
--,--,--,OF,680,--,1188,Jeff Fiorentino,--,--,,--,Oak,--,--,--
--,--,--,SS,681,--,1194,Luis Rodriguez,--,--,,--,LAA,--,--,--
--,--,--,C,682,--,1234,Eli Whiteside,--,--,,--,ChC,--,--,--
--,--,--,OF,683,--,1239,Adam Greenberg,--,--,,--,Bal,--,--,--
--,--,--,OF,684,--,1241,Ryan Spilborghs,--,--,,--,FA,--,--,--
--,--,--,DH,685,--,1251,Brad Eldred,--,--,,--,Det,--,--,--
--,--,--,OF,686,--,1260,Brandon Watson,--,--,,--,LAD,--,--,--
--,--,--,1B,687,--,1264,Mike Jacobs,--,--,,--,Ari,--,--,--
--,--,--,3B,688,--,1273,Joel Guzman,--,--,,--,TB,--,--,--
--,--,--,DH,689,--,1276,Willy Aybar,--,--,,--,TB,--,--,--
--,--,--,C,690,--,1289,Miguel Perez,--,--,,--,Pit,--,--,--
--,--,--,3B,691,--,1465,Kevin Kouzmanoff,--,--,,--,Tex,--,--,--
--,--,--,3B,692,--,1468,Scott Moore,--,--,,--,StL,--,--,--
--,--,--,OF,693,--,1475,Delwyn Young,--,--,,--,CWS,--,--,--
--,--,--,OF,694,--,1479,Jeff Salazar,--,--,,--,TB,--,--,--
--,--,--,SS,695,--,1483,Oswaldo Navarro,--,--,,--,NYM,--,--,--
--,--,--,3B,696,--,1484,Josh Fields,--,--,,--,Phi,--,--,--
--,--,--,C,697,--,1485,Alvin Colina,--,--,,--,TB,--,--,--
68,7,2,C,698,.191,1488,Hector Gimenez,22,8,,10,CWS,0,.338,.275
2,0,0,2B,699,.000,1492,Angel Sanchez,0,0,,0,CWS,0,.000,.000
--,--,--,OF,700,--,1493,Mitch Maier,--,--,,--,ChC,--,--,--
64,2,1,OF,701,.234,1519,Dewayne Wise,14,6,,3,CWS,1,.328,.258
--,--,--,2B,702,--,1527,Joe Thurston,--,--,,--,Hou,--,--,--
--,--,--,C,703,--,1562,Carlos Maldonado,--,--,,--,Wsh,--,--,--
--,--,--,1B,704,--,1564,Juan Miranda,--,--,,--,TB,--,--,--
--,--,--,C,705,--,1575,Luis Oliveros,--,--,,--,Sea,--,--,--
--,--,--,OF,706,--,1454,Vinny Rottino,--,--,,--,FA,--,--,--
--,--,--,OF,707,--,1455,Fred Lewis,--,--,,--,NYM,--,--,--
--,--,--,3B,708,--,1465,Kevin Kouzmanoff,--,--,,--,Tex,--,--,--
--,--,--,3B,709,--,1468,Scott Moore,--,--,,--,StL,--,--,--
--,--,--,OF,710,--,1475,Delwyn Young,--,--,,--,CWS,--,--,--
--,--,--,OF,711,--,1479,Jeff Salazar,--,--,,--,TB,--,--,--
--,--,--,SS,712,--,1483,Oswaldo Navarro,--,--,,--,NYM,--,--,--
--,--,--,3B,713,--,1484,Josh Fields,--,--,,--,Phi,--,--,--
--,--,--,C,714,--,1485,Alvin Colina,--,--,,--,TB,--,--,--
68,7,2,C,715,.191,1488,Hector Gimenez,22,8,,10,CWS,0,.338,.275
2,0,0,2B,716,.000,1492,Angel Sanchez,0,0,,0,CWS,0,.000,.000
--,--,--,OF,717,--,1493,Mitch Maier,--,--,,--,ChC,--,--,--
64,2,1,OF,718,.234,1519,Dewayne Wise,14,6,,3,CWS,1,.328,.258
--,--,--,2B,719,--,1527,Joe Thurston,--,--,,--,Hou,--,--,--
--,--,--,C,720,--,1562,Carlos Maldonado,--,--,,--,Wsh,--,--,--
--,--,--,1B,721,--,1564,Juan Miranda,--,--,,--,TB,--,--,--
--,--,--,C,722,--,1575,Luis Oliveros,--,--,,--,Sea,--,--,--
--,--,--,C,723,--,1576,Tim Gradoville,--,--,,--,Phi,--,--,--
--,--,--,OF,724,--,1582,Elijah Dukes,--,--,,--,Wsh,--,--,--
--,--,--,OF,725,--,1583,Ryan Patterson,--,--,,--,Mia,--,--,--
165,16,1,OF,726,.218,1584,Trevor Crowe,39,18,,13,Det,6,.291,.287
--,--,--,SS,727,--,1587,Brandon Wood,--,--,,--,KC,--,--,--
--,--,--,OF,728,--,1588,Travis Buck,--,--,,--,SD,--,--,--
--,--,--,1B,729,--,1589,Jeff Clement,--,--,,--,Min,--,--,--
4,0,0,3B,730,.000,1594,Andy LaRoche,1,0,,0,Tor,0,.000,.000
--,--,--,OF,731,--,1596,Terry Evans,--,--,,--,KC,--,--,--
--,--,--,OF,732,--,1597,Nick Gorneault,--,--,,--,LAA,--,--,--
--,--,--,3B,733,--,1598,Brian Barden,--,--,,--,LAD,--,--,--
--,--,--,OF,734,--,1599,Chris Carter,--,--,,--,TB,--,--,--
--,--,--,1B,735,--,1602,Micah Owings,--,--,,--,Wsh,--,--,--
--,--,--,OF,736,--,1609,Eric Patterson,--,--,,--,Det,--,--,--
44,5,1,DH,737,.114,1614,Ben Francisco,11,4,,1,NYY,0,.182,.220
--,--,--,3B,738,--,1625,Brooks Conrad,--,--,,--,TB,--,--,--
--,--,--,OF,739,--,1638,Ryan Goleski,--,--,,--,Cle,--,--,--
--,--,--,1B,740,--,1645,Bryan LaHair,--,--,,--,Cle,--,--,--
--,--,--,1B,741,--,1648,Wes Bankston,--,--,,--,Oak,--,--,--
92,4,1,SS,742,.185,1649,Reid Brignac,30,5,,6,Phi,0,.261,.219
--,--,--,C,743,--,1656,Jesus Flores,--,--,,--,FA,--,--,--
--,--,--,3B,744,--,1660,Ian Stewart,--,--,,--,LAA,--,--,--
--,--,--,C,745,--,1662,Gustavo Molina,--,--,,--,Col,--,--,--
--,--,--,C,746,--,1666,Ryan Budde,--,--,,--,Ari,--,--,--
--,--,--,3B,747,--,1694,Matt Brown,--,--,,--,Min,--,--,--
--,--,--,C,748,--,1716,Brian Esposito,--,--,,--,Cin,--,--,--
--,--,--,C,749,--,1719,Curtis Thigpen,--,--,,--,Tor,--,--,--
--,--,--,OF,750,--,1737,Brett Carroll,--,--,,--,Pit,--,--,--
